Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role,Location,Coordinates
Food Safety Intern,"HACCP Compliance, Microbial Testing",3 Months,Semester,SafeEats,1000,Full Time,13-07-2026,"As a Food Safety Intern, you will gain hands-on experience in HACCP Compliance, Microbial Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Food Safety,"Jaipur, Rajasthan, India","26.9154576,75.8189817"
Cultural Analytics Intern,"Digital Culture Mapping, Sentiment Analysis",2 Months,Long Term,CultureData,15500,Onsite,13-07-2026,"As a Cultural Analytics Intern, you will gain hands-on experience in Digital Culture Mapping, Sentiment Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cultural Analytics,"Noida, Uttar Pradesh, India","28.5706333,77.3272147"
Smart Retail Intern,"Inventory Automation, Customer Analytics",3 Months,Summer,RetailSmart,1100,Full Time,14-07-2026,"As a Smart Retail Intern, you will gain hands-on experience in Inventory Automation, Customer Analytics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Smart Retail,"Imphal, Manipur, India","24.7991162,93.9364419"
Space Policy Intern,"Market Analysis, Strategy, Operations",4 Months,Semester,Zenith Global,900,Onsite,15-07-2026,"As a Space Policy Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Haldwani, Uttarakhand, India","29.2144809,79.5279012"
Event Organization Intern,"Venue Booking, Sponsor Coordination",2 Months,Summer,EventSport,900,Onsite,15-07-2026,"As a Event Organization Intern, you will gain hands-on experience in Venue Booking, Sponsor Coordination. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sports,"Navi Mumbai, Maharashtra, India","19.0308262,73.0198537"
Energy Management Intern,"Demand Forecasting, Grid Optimization",2 Months,Research,PowerSys,1100,Onsite,15-07-2026,"As a Energy Management Intern, you will gain hands-on experience in Demand Forecasting, Grid Optimization. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.","Oil, Gas & Energy","Rohtak, Haryana, India","28.9010899,76.5801935"
Neuroscience Research Intern,"Pathology, Diagnostics, Patient Data",2 Months,Summer,Citadel Concepts,1400,Full Time,15-07-2026,"As a Neuroscience Research Intern, you will engage in Pathology, Diagnostics and Patient Data, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Srinagar, Jammu and Kashmir, India","34.0747444,74.8204443"
Investment Banking Intern,"IPO Preparation, Due Diligence",5 Months,Summer,InvestPro,900,Onsite,16-07-2026,"As a Investment Banking Intern, you will gain hands-on experience in IPO Preparation, Due Diligence. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Banking and Financial Services,"Muzaffarpur, Bihar, India","26.1182898,85.3857888"
Supply Chain Intern,"Distribution, Procurement, Logistics",3 Months,Long Term,Stellersians,1000,Onsite,16-07-2026,"As a Supply Chain Intern, you will gain hands-on experience in Distribution, Procurement, Logistics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cement & Building Materials,"Rourkela, Odisha, India","22.2309255,84.8678705"
Regenerative Agriculture Intern,"Soil Regeneration, Agroforestry",4 Months,Research,RegenFarm,1100,Onsite,17-07-2026,"As a Regenerative Agriculture Intern, you will gain hands-on experience in Soil Regeneration, Agroforestry. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Regenerative Agriculture,"Jammu, Jammu and Kashmir, India","32.7185614,74.8580917"
Urban Mycology Intern,"Fungal Ecosystems, Bio-Remediation",2 Months,Long Term,MycoUrban,16000,Onsite,17-07-2026,"As an Urban Mycology Intern, you will gain hands-on experience in Fungal Ecosystems, Bio-Remediation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Urban Mycology,"Kolkata, West Bengal, India","22.5726459,88.3638953"
IT Consulting Intern,"System Integration, Digital Transformation",3 Months,Semester,ITConsult,1600,Onsite,17-07-2026,"As a IT Consulting Intern, you will gain hands-on experience in System Integration, Digital Transformation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Consulting Services,"Madurai, Tamil Nadu, India","9.9261153,78.1140983"
Gaming Analytics Intern,"Unity, Game Mechanics, Gameplay Testing",2 Months,Summer,Cadmus Corp,1600,Full Time,18-07-2026,"As a Gaming Analytics Intern, you will develop Unity, Game Mechanics and Gameplay Testing, designing game mechanics or assets using Unity or Unreal Engine. Youâ€™ll collaborate with game developers to create immersive experiences.",Gaming,"Coimbatore, Tamil Nadu, India","11.0018115,76.9628425"
Process Engineering Intern,"Equipment Design, Flow Optimization, Simulation",6 Months,Research,Icarus Ventures,17000,Full Time,19-07-2026,"As a Process Engineering Intern, you will gain hands-on experience in Equipment Design, Flow Optimization, Simulation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Chemical Industry,"Agra, Uttar Pradesh, India","27.1752554,78.0098161"
Geology Intern,"Geological Mapping, Sampling",3 Months,Semester,Nebula Nexus,13000,Full Time,20-07-2026,"As a Geology Intern, you will gain hands-on experience in Geological Mapping, Sampling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Metals & Mining,"Loni, Uttar Pradesh, India","28.7317295,77.2900919"
Space Policy Intern,"Market Analysis, Operations, Entrepreneurship",3 Months,Summer,Veridian Labs,1000,Onsite,20-07-2026,"As a Space Policy Intern, you will conduct Market Analysis, Operations and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Visakhapatnam, Andhra Pradesh, India","17.6935526,83.2921297"
Pharma Manufacturing Intern,"GMP, Production, Drug Formulation",2 Months,Long Term,Stellar Innovations,9000,Full Time,22-07-2026,"As a Pharma Manufacturing Intern, you will gain hands-on experience in GMP, Production, Drug Formulation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmaceutical,"Kamarhati, West Bengal, India","22.6810246,88.3715343"
Climate Adaptation Intern,"Conservation, GIS, Environmental Impact",6 Months,Long Term,Stratosphere Solutions,1600,Full Time,22-07-2026,"As a Climate Adaptation Intern, you will work on Conservation, GIS and Environmental Impact, contributing to sustainability projects or environmental analysis using GIS tools or climate models. Youâ€™ll partner with researchers to promote eco-friendly solutions.",Environment,"Pondicherry, Puducherry, India","11.9340568,79.8306447"
Digital Urban Planning Intern,"Virtual City Models, Urban Simulations",2 Months,Long Term,UrbanDigital,12500,Onsite,23-07-2026,"As a Digital Urban Planning Intern, you will gain hands-on experience in Virtual City Models, Urban Simulations. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Digital Urban Planning,"Shillong, Meghalaya, India","25.5760446,91.8825282"
Smart Logistics Intern,"Real-Time Tracking, Route Optimization",5 Months,Summer,LogiSmart,1200,Full Time,24-07-2026,"As a Smart Logistics Intern, you will gain hands-on experience in Real-Time Tracking, Route Optimization. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Smart Logistics,"Kalyan, Maharashtra, India","19.2396742,73.1366482"
Eco-Textile Intern,"Natural Dyes, Recycled Fibers",4 Months,Research,EcoWeave,10500,Onsite,25-07-2026,"As an Eco-Textile Intern, you will gain hands-on experience in Natural Dyes, Recycled Fibers. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Eco-Textiles,"Agartala, Tripura, India","23.8312377,91.2823821"
Gaming Analytics Intern,"Unity, Level Design, Game Mechanics",6 Months,Long Term,GameNova,1700,Full Time,25-07-2026,"As a Gaming Analytics Intern, you will develop Unity, Level Design and Game Mechanics, designing game mechanics or assets using Unity or Unreal Engine. Youâ€™ll collaborate with game developers to create immersive experiences.",Gaming,"Agra, Uttar Pradesh, India","27.1752554,78.0098161"
Quantum Materials Intern,"Superconductors, Material Synthesis",3 Months,Summer,QuantumMat,1450,Full Time,26-07-2026,"As a Quantum Materials Intern, you will gain hands-on experience in Superconductors, Material Synthesis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Quantum Materials,"Pune, Maharashtra, India","18.5213738,73.8545071"
Neuromarketing Intern,"Consumer Neuroscience, Ad Effectiveness",2 Months,Research,NeuroMarket,9000,Onsite,27-07-2026,"As a Neuromarketing Intern, you will gain hands-on experience in Consumer Neuroscience, Ad Effectiveness. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Neuromarketing,"Ahmednagar, Maharashtra, India","21.1727469,78.5651636"
Marine Biology Intern,"Coral Reef Monitoring, Water Sampling",5 Months,Semester,OceanLab,1000,Full Time,27-07-2026,"As a Marine Biology Intern, you will gain hands-on experience in Coral Reef Monitoring, Water Sampling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Marine Biology,"Darbhanga, Bihar, India","26.156999,85.8995065"
Precision Medicine Intern,"Pharmacology, Patient Data, Clinical Research",4 Months,Semester,Lorelei Logic,800,Onsite,28-07-2026,"As a Precision Medicine Intern, you will engage in Pharmacology, Patient Data and Clinical Research, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Agartala, Tripura, India","23.8312377,91.2823821"
Urban Phenology Intern,"Seasonal Patterns, Urban Ecology",4 Months,Research,PhenoCity,10500,Onsite,29-07-2026,"As an Urban Phenology Intern, you will gain hands-on experience in Seasonal Patterns, Urban Ecology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Urban Phenology,"Jammu, Jammu and Kashmir, India","32.7185614,74.8580917"
Bioinspired Computing Intern,"Neural Architecture, Biological Algorithms",4 Months,Long Term,BioCompute,11500,Onsite,01-08-2026,"As a Bioinspired Computing Intern, you will gain hands-on experience in Neural Architecture, Biological Algorithms. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioinspired Computing,"Pune, Maharashtra, India","18.5213738,73.8545071"
Space Policy Intern,"Strategy, Entrepreneurship",2 Months,Summer,Oberon Works,1300,Full Time,02-08-2026,"As a Space Policy Intern, you will conduct Strategy and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Hyderabad, Telangana, India","17.360589,78.4740613"
Journalism Intern,"Investigative Reporting, News Editing",4 Months,Research,NewsPulse,16000,Onsite,03-08-2026,"As a Journalism Intern, you will gain hands-on experience in Investigative Reporting, News Editing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Journalism,"Bhavnagar, Gujarat, India","21.7718836,72.1416449"
Bioenergy Storage Intern,"Biofuel Cells, Energy Retention",5 Months,Summer,BioStorage,1450,Full Time,03-08-2026,"As a Bioenergy Storage Intern, you will gain hands-on experience in Biofuel Cells, Energy Retention. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioenergy Storage,"Greater Noida, Uttar Pradesh, India","28.4670734,77.5137649"
Fitness Intern,"Program Customization, Client Tracking",6 Months,Research,FitCenter,15000,Full Time,03-08-2026,"As a Fitness Intern, you will gain hands-on experience in Program Customization, Client Tracking. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sports,"Kohima, Nagaland, India","25.6618755,94.1019156"
Augmented Fashion Intern,"AR Try-Ons, Virtual Wardrobes",2 Months,Research,FashionAR,10500,Onsite,03-08-2026,"As an Augmented Fashion Intern, you will gain hands-on experience in AR Try-Ons, Virtual Wardrobes. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Augmented Fashion,"Tirupati, Andhra Pradesh, India","13.6316368,79.4231711"
Climate Adaptation Intern,"Climate Change, Biodiversity, Environmental Impact",3 Months,Summer,Comet Communications,1200,Onsite,05-08-2026,"As a Climate Adaptation Intern, you will work on Climate Change, Biodiversity and Environmental Impact, contributing to sustainability projects or environmental analysis using GIS tools or climate models. Youâ€™ll partner with researchers to promote eco-friendly solutions.",Environment,"Bilaspur, Chhattisgarh, India","22.0785627,82.1476475"
Financial Consulting Intern,"Investment Advisory, Portfolio Management",5 Months,Converting,FinConsult,8000,Full Time,05-08-2026,"As a Financial Consulting Intern, you will gain hands-on experience in Investment Advisory, Portfolio Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Consulting Services,"Nashik, Maharashtra, India","20.0112475,73.7902364"
Bioplastic Fabrication Intern,"Biodegradable Composites, 3D Printing",2 Months,Research,BioFab,11500,Onsite,07-08-2026,"As a Bioplastic Fabrication Intern, you will gain hands-on experience in Biodegradable Composites, 3D Printing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioplastic Fabrication,"Berhampur, Odisha, India","21.5340187,86.6538825"
Bioengineering Intern,"Diagnostics, Patient Data, Clinical Research",3 Months,Summer,Stellar Systems,900,Onsite,08-08-2026,"As a Bioengineering Intern, you will engage in Diagnostics, Patient Data and Clinical Research, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Bikaner, Rajasthan, India","28.0159286,73.3171367"
Blockchain Developer Intern,"Smart Contracts, Cryptography",3 Months,Semester,BlockTech,1400,Full Time,08-08-2026,"As a Blockchain Developer Intern, you will gain hands-on experience in Smart Contracts, Cryptography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Blockchain,"Kadapa, Andhra Pradesh, India","14.4752936,78.8216861"
Precision Medicine Intern,"Pathology, Clinical Research, Diagnostics",6 Months,Long Term,Terra Transmissions,1400,Full Time,10-08-2026,"As a Precision Medicine Intern, you will engage in Pathology, Clinical Research and Diagnostics, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Visakhapatnam, Andhra Pradesh, India","17.6935526,83.2921297"
Fitness Intern,"Workout Design, Nutrition, Health Monitoring",4 Months,Summer,BeMuch,13000,Full Time,11-08-2026,"As a Fitness Intern, you will gain hands-on experience in Workout Design, Nutrition, Health Monitoring. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sports,"Agra, Uttar Pradesh, India","27.1752554,78.0098161"
Food Technology Intern,"Flavor Development, Food Preservation",2 Months,Research,FoodInnovate,12000,Onsite,12-08-2026,"As a Food Technology Intern, you will gain hands-on experience in Flavor Development, Food Preservation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Food Technology,"Kamarhati, West Bengal, India","22.6810246,88.3715343"
Vehicle Design Intern,"Aerodynamics, Prototype Testing",5 Months,Semester,AutoDesign Ltd.,8000,Onsite,12-08-2026,"As a Vehicle Design Intern, you will gain hands-on experience in Aerodynamics, Prototype Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Automotive,"Rajahmundry, Andhra Pradesh, India","17.0050454,81.7804732"
Climate Adaptation Intern,"Climate Change, Conservation, GIS",4 Months,Semester,Titan Dynamics,1100,Onsite,12-08-2026,"As a Climate Adaptation Intern, you will work on Climate Change, Conservation and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. Youâ€™ll partner with researchers to promote eco-friendly solutions.",Environment,"Tiruchirappalli, Tamil Nadu, India","10.8071144,78.6880939"
Digital HR Intern,"Market Analysis, Strategy, Operations",4 Months,Semester,Ebon Industries,1000,Onsite,15-08-2026,"As a Digital HR Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Bhubaneswar, Odisha, India","20.2602964,85.8394521"
Precision Medicine Intern,"Pathology, Diagnostics, Patient Data",2 Months,Summer,Runic Rhythm,1500,Full Time,15-08-2026,"As a Precision Medicine Intern, you will engage in Pathology, Diagnostics and Patient Data, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Pune, Maharashtra, India","18.5213738,73.8545071"
Food Biotechnology Intern,"Fermentation Processes, Nutritional Enhancement",3 Months,Semester,FoodBio,1100,Full Time,16-08-2026,"As a Food Biotechnology Intern, you will gain hands-on experience in Fermentation Processes, Nutritional Enhancement. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Food Biotechnology,"Jammu, Jammu and Kashmir, India","32.7185614,74.8580917"
Hotel Management Intern,"Guest Relations, Event Planning",3 Months,Long Term,Helm Works,1300,Onsite,17-08-2026,"As a Hotel Management Intern, you will gain hands-on experience in Guest Relations, Event Planning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Travel & Hospitality,"Rourkela, Odisha, India","22.2309255,84.8678705"
Bioengineering Intern,"Pathology, Clinical Research, Pharmacology",2 Months,Summer,Obsidian Echo,1700,Full Time,18-08-2026,"As a Bioengineering Intern, you will engage in Pathology, Clinical Research and Pharmacology, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Erode, Tamil Nadu, India","11.3306483,77.7276519"
Digital HR Intern,"Market Analysis, Operations, Entrepreneurship",3 Months,Summer,Echo Innovations,800,Onsite,20-08-2026,"As a Digital HR Intern, you will conduct Market Analysis, Operations and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Agartala, Tripura, India","23.8312377,91.2823821"
Site Management Intern,"Resource Allocation, Progress Tracking",6 Months,Converting,SitePro,900,Full Time,20-08-2026,"As a Site Management Intern, you will gain hands-on experience in Resource Allocation, Progress Tracking. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Infrastructure & Construction,"Imphal, Manipur, India","24.7991162,93.9364419"
Bioprocess Optimization Intern,"Enzyme Efficiency, Fermentation Scaling",3 Months,Semester,BioProcess,1050,Full Time,20-08-2026,"As a Bioprocess Optimization Intern, you will gain hands-on experience in Enzyme Efficiency, Fermentation Scaling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioprocess Engineering,"Kota, Rajasthan, India","25.196682950000003,76.00096873038872"
Digital Forensics Intern,"Data Recovery, Incident Analysis",4 Months,Converting,ForensicTech,16000,Onsite,20-08-2026,"As a Digital Forensics Intern, you will gain hands-on experience in Data Recovery, Incident Analysis. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Digital Forensics,"Meerut, Uttar Pradesh, India","28.9963296,77.7061915"
Bioenergy Intern,"Biomass Conversion, Energy Yield Optimization",4 Months,Research,BioEnergy Lab,15000,Onsite,21-08-2026,"As a Bioenergy Intern, you will gain hands-on experience in Biomass Conversion, Energy Yield Optimization. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioenergy,"Ichalkaranji, Maharashtra, India","16.6959348,74.4555755"
Risk Management Intern,"Credit Risk, Operational Audits",4 Months,Long Term,SecureFin,11000,Full Time,21-08-2026,"As a Risk Management Intern, you will gain hands-on experience in Credit Risk, Operational Audits. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Banking and Financial Services,"Kurnool, Andhra Pradesh, India","15.8309251,78.0425373"
Sustainable Fashion Intern,"Typography, Layouts, Brand Identity",6 Months,Long Term,Vesper Ventures,1700,Full Time,22-08-2026,"As a Sustainable Fashion Intern, you will create Typography, Layouts and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. Youâ€™ll work with design teams to refine brand aesthetics.",Design,"Haldwani, Uttarakhand, India","29.2144809,79.5279012"
Immersive Audio Intern,"Spatial Audio, Sound Design",5 Months,Semester,AudioVibe,1300,Full Time,24-08-2026,"As an Immersive Audio Intern, you will gain hands-on experience in Spatial Audio, Sound Design. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Immersive Audio,"Aizawl, Mizoram, India","23.7433532,92.7382756"
Photonic Computing Intern,"Optical Processors, Light-Based Circuits",3 Months,Semester,Photonix,1050,Full Time,24-08-2026,"As a Photonic Computing Intern, you will gain hands-on experience in Optical Processors, Light-Based Circuits. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Photonic Computing,"Sambalpur, Odisha, India","21.4705391,83.9761511"
Bioengineering Intern,"Pathology, Diagnostics, Pharmacology",6 Months,Long Term,Theban Works,1300,Full Time,25-08-2026,"As a Bioengineering Intern, you will engage in Pathology, Diagnostics and Pharmacology, analyzing clinical data or developing diagnostic tools. Youâ€™ll collaborate with healthcare professionals to advance medical research or patient care.",Medical,"Bally, West Bengal, India","22.6469581,88.343612"
Merchandising Intern,"Display Planning, Inventory Audits",2 Months,Summer,MerchPro,1200,Full Time,26-08-2026,"As a Merchandising Intern, you will gain hands-on experience in Display Planning, Inventory Audits. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Retail & Consumer Durables,"Mumbai, Maharashtra, India","19.054999,72.8692035"
Quality Assurance Intern,"Batch Validation, Stability Testing",3 Months,Research,QA Pharm,10000,Full Time,28-08-2026,"As a Quality Assurance Intern, you will gain hands-on experience in Batch Validation, Stability Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Pharmaceutical,"Bhubaneswar, Odisha, India","20.2602964,85.8394521"
AgriTech Solutions Intern,"Irrigation Systems, AgriTech, Crop Management",4 Months,Semester,The Velvet Anchor,1200,Onsite,28-08-2026,"As a AgriTech Solutions Intern, you will explore Irrigation Systems, AgriTech and Crop Management, optimizing farming practices or analyzing soil data using precision agriculture tools. Youâ€™ll collaborate with agronomists to improve crop yields.",Agriculture,"Jabalpur, Madhya Pradesh, India","23.1701522,79.9324505"
Network Management Intern,"Optimization, Troubleshooting, Network Configuration",4 Months,Summer,The Rusting Tide,1300,Full Time,29-08-2026,"As a Network Management Intern, you will gain hands-on experience in Optimization, Troubleshooting, Network Configuration. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Telecom,"Coimbatore, Tamil Nadu, India","11.0018115,76.9628425"
Smart Textile Design Intern,"Responsive Fabrics, Wearable Tech Integration",3 Months,Summer,TextileSmart,950,Full Time,30-08-2026,"As a Smart Textile Design Intern, you will gain hands-on experience in Responsive Fabrics, Wearable Tech Integration. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Smart Textile Design,"Agra, Uttar Pradesh, India","27.1752554,78.0098161"
Defence Manufacturing Intern,"Testing, Assembly, Weapon Systems",2 Months,Semester,Arcane Innovations,17000,Onsite,30-08-2026,"As a Defence Manufacturing Intern, you will gain hands-on experience in Testing, Assembly, Weapon Systems. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Aviation & Defence,"Thrissur, Kerala, India","10.5270099,76.214621"
Quality Control Intern,"Fabric Testing, Defect Detection",3 Months,Summer,The Silent Loom,13000,Onsite,31-08-2026,"As a Quality Control Intern, you will gain hands-on experience in Fabric Testing, Defect Detection. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Textile Manufacturing,"Agra, Uttar Pradesh, India","27.1752554,78.0098161"
Software Developer Intern,"Version Control, Coding, Debugging",2 Months,Research,Selene Systems,9000,Onsite,31-08-2026,"As a Software Developer Intern, you will gain hands-on experience in Version Control, Coding, Debugging. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",IT and Software Development,"Jabalpur, Madhya Pradesh, India","23.1701522,79.9324505"
Bioinformatics Analysis Intern,"Protein Modeling, Sequence Alignment",2 Months,Research,BioInfo Solutions,14000,Onsite,31-08-2026,"As a Bioinformatics Analysis Intern, you will gain hands-on experience in Protein Modeling, Sequence Alignment. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Bioinformatics Analysis,"Shillong, Meghalaya, India","25.5760446,91.8825282"
Augmented Reality Education Intern,"AR Learning Modules, Interactive Simulations",5 Months,Semester,ARLearn,1350,Full Time,01-09-2026,"As an Augmented Reality Education Intern, you will gain hands-on experience in AR Learning Modules, Interactive Simulations. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",AR Education,"Haldwani, Uttarakhand, India","29.2144809,79.5279012"
Digital Anthropology Intern,"Online Rituals, Virtual Communities",4 Months,Research,AnthroDigital,11500,Onsite,02-09-2026,"As a Digital Anthropology Intern, you will gain hands-on experience in Online Rituals, Virtual Communities. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Digital Anthropology,"Berhampur, Odisha, India","21.5340187,86.6538825"
Digital HR Intern,"Strategy, Entrepreneurship",2 Months,Summer,Orbital Ops,1400,Full Time,02-09-2026,"As a Digital HR Intern, you will conduct Strategy and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Tiruvottiyur, Tamil Nadu, India","13.1563873,80.3005279"
Green Chemistry Intern,"Sustainable Synthesis, Eco-Friendly Catalysts",3 Months,Semester,GreenChem,1200,Full Time,03-09-2026,"As a Green Chemistry Intern, you will gain hands-on experience in Sustainable Synthesis, Eco-Friendly Catalysts. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Green Chemistry,"Amritsar, Punjab, India","31.6356659,74.8787496"
Game Development Intern,"Level Design, Game Testing",2 Months,Converting,GameForge,8000,Onsite,03-09-2026,"As a Game Development Intern, you will gain hands-on experience in Level Design, Game Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Game Development,"Kurnool, Andhra Pradesh, India","15.8309251,78.0425373"
Mining Operations Intern,"Drilling Rigs, Blasting Techniques",5 Months,Semester,MineTech,1400,Onsite,04-09-2026,"As a Mining Operations Intern, you will gain hands-on experience in Drilling Rigs, Blasting Techniques. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Metals & Mining,"Sangli, Maharashtra, India","16.8502534,74.5948885"
Cement Production Intern,"Kiln Operation, Quality",6 Months,Converting,Manticore Media,800,Full Time,05-09-2026,"As a Cement Production Intern, you will gain hands-on experience in Kiln Operation, Quality. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Cement & Building Materials,"Bikaner, Rajasthan, India","28.0159286,73.3171367"
Synthetic Olfaction Intern,"Artificial Scent Design, Odor Sensors",5 Months,Semester,OlfaSynth,1350,Full Time,05-09-2026,"As a Synthetic Olfaction Intern, you will gain hands-on experience in Artificial Scent Design, Odor Sensors. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Synthetic Olfaction,"Jodhpur, Rajasthan, India","26.2967719,73.0351433"
Sustainable Fashion Intern,"Illustration, Photoshop, Brand Identity",3 Months,Summer,Titan Technologies,1100,Onsite,05-09-2026,"As a Sustainable Fashion Intern, you will create Illustration, Photoshop and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. Youâ€™ll work with design teams to refine brand aesthetics.",Design,"Ranchi, Jharkhand, India","23.3700501,85.3250387"
Urban Mobility Intern,"Operations, Entrepreneurship",3 Months,Summer,The Oracle Group,1000,Onsite,08-09-2026,"As a Urban Mobility Intern, you will conduct Operations and Entrepreneurship, developing strategies and analyzing market trends. Youâ€™ll collaborate with business leaders to drive operational improvements.",Business,"Visakhapatnam, Andhra Pradesh, India","17.6935526,83.2921297"
Climate Diplomacy Intern,"International Agreements, Policy Advocacy",3 Months,Semester,ClimateDiplomacy,1150,Full Time,10-09-2026,"As a Climate Diplomacy Intern, you will gain hands-on experience in International Agreements, Policy Advocacy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Climate Diplomacy,"Bhubaneswar, Odisha, India","20.2602964,85.8394521"
Renewable Fuel Intern,"Bioethanol Production, Fuel Testing",5 Months,Semester,FuelGreen,1100,Full Time,10-09-2026,"As a Renewable Fuel Intern, you will gain hands-on experience in Bioethanol Production, Fuel Testing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Renewable Fuels,"Itanagar, Arunachal Pradesh, India","27.0979659,93.6237291"
Virtual Reality Retail Intern,"VR Storefronts, Customer Immersion",2 Months,Research,VRRetail,10500,Onsite,10-09-2026,"As a Virtual Reality Retail Intern, you will gain hands-on experience in VR Storefronts, Customer Immersion. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",VR Retail,"Ludhiana, Punjab, India","30.9090157,75.851601"
