Job Title,Job Topics,Duration,Type,Company,Stipend,Job Type,Last Date,Job Description,Job Role
Project Management Intern,"Pandas, Spark, Big Data",6 Months,Converting,BioGen Labs,"₹12,000",Full-time,26-09-2025,"As a Project Management Intern, you will gain hands-on experience in Pandas, Spark, Big Data. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Project Management
Project Management Intern,"Machine Learning, Python, Predictive Modeling",4 Months,Converting,SecureX,"₹20,000",Part-time,20-09-2025,"As a Project Management Intern, you will gain hands-on experience in Machine Learning, Python, Predictive Modeling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Project Management
Project Management Intern,"Hadoop, Spark, Predictive Modeling",2 Months,Long-term,GreenWorld,"₹12,000",Part-time,08-09-2025,"As a Project Management Intern, you will gain hands-on experience in Hadoop, Spark, Predictive Modeling. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Project Management
PropTech Intern,"NFTs, DeFi, Ethereum",2 Months,Research,UrbanWorks,"₹20,000",Full-time,23-09-2025,"As a PropTech Intern, you will gain hands-on experience in NFTs, DeFi, Ethereum. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",PropTech
PropTech Intern,"Ethereum, NFTs, Smart Contracts",6 Months,Summer,OpenAI Labs,"₹20,000",Full-time,23-09-2025,"As a PropTech Intern, you will gain hands-on experience in Ethereum, NFTs, Smart Contracts. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",PropTech
PropTech Intern,"DeFi, Consensus Mechanisms, NFTs",2 Months,Summer,UrbanWorks,"₹8,000",Full-time,08-09-2025,"As a PropTech Intern, you will gain hands-on experience in DeFi, Consensus Mechanisms, NFTs. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",PropTech
Psychology Intern,"Counseling, Cognitive Behavior, Neuropsychology",4 Months,Long-term,OpenAI Labs,"₹12,000",Full-time,23-09-2025,"As a Psychology Intern, you will gain hands-on experience in Counseling, Cognitive Behavior, Neuropsychology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Psychology
Psychology Intern,"Counseling, Behavioral Studies, Neuropsychology",3 Months,Converting,LexiCorp,"₹6,000",Full-time,11-09-2025,"As a Psychology Intern, you will gain hands-on experience in Counseling, Behavioral Studies, Neuropsychology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Psychology
Psychology Intern,"Child Psychology, Behavioral Studies, Neuropsychology",3 Months,Research,SecureX,"₹20,000",Part-time,18-09-2025,"As a Psychology Intern, you will gain hands-on experience in Child Psychology, Behavioral Studies, Neuropsychology. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Psychology
Public Relations Intern,"Social Media, Brand Management, Content Strategy",3 Months,Summer,PixelTech,"₹15,000",Part-time,11-09-2025,"As a Public Relations Intern, you will gain hands-on experience in Social Media, Brand Management, Content Strategy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Public Relations
Public Relations Intern,"Market Research, Brand Management, Content Strategy",4 Months,Converting,OpenAI Labs,"₹6,000",Part-time,14-09-2025,"As a Public Relations Intern, you will gain hands-on experience in Market Research, Brand Management, Content Strategy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Public Relations
Public Relations Intern,"Content Strategy, Social Media, SEO",2 Months,Long-term,SecureX,"₹18,000",Full-time,11-09-2025,"As a Public Relations Intern, you will gain hands-on experience in Content Strategy, Social Media, SEO. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Public Relations
Public Relations Intern,"Content Strategy, Brand Management, Social Media",6 Months,Summer,QuantumEdge,"₹15,000",Full-time,29-09-2025,"As a Public Relations Intern, you will gain hands-on experience in Content Strategy, Brand Management, Social Media. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Public Relations
QA Intern,"Penetration Testing, Cryptography, Network Security",6 Months,Long-term,EduNext,"₹8,000",Full-time,05-10-2025,"As a QA Intern, you will gain hands-on experience in Penetration Testing, Cryptography, Network Security. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",QA
QA Intern,"Incident Response, Penetration Testing, Network Security",2 Months,Converting,MindCare,"₹15,000",Part-time,15-09-2025,"As a QA Intern, you will gain hands-on experience in Incident Response, Penetration Testing, Network Security. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",QA
QA Intern,"Incident Response, Network Security, Cryptography",6 Months,Long-term,EcoLabs,"₹15,000",Part-time,13-09-2025,"As a QA Intern, you will gain hands-on experience in Incident Response, Network Security, Cryptography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",QA
QA Intern,"Cloud Security, Penetration Testing, Cryptography",4 Months,Summer,MindCare,"₹10,000",Part-time,04-10-2025,"As a QA Intern, you will gain hands-on experience in Cloud Security, Penetration Testing, Cryptography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",QA
Quantum Computing Intern,"Generative AI, Computer Vision, Reinforcement Learning",2 Months,Research,MindCare,"₹8,000",Part-time,28-09-2025,"As a Quantum Computing Intern, you will gain hands-on experience in Generative AI, Computer Vision, Reinforcement Learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Quantum Computing
Quantum Computing Intern,"Deep Learning, Reinforcement Learning, Transformers",6 Months,Long-term,BuildCon,"₹8,000",Full-time,16-09-2025,"As a Quantum Computing Intern, you will gain hands-on experience in Deep Learning, Reinforcement Learning, Transformers. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Quantum Computing
Quantum Computing Intern,"Computer Vision, Transformers, Reinforcement Learning",2 Months,Research,EcoLabs,"₹15,000",Part-time,15-09-2025,"As a Quantum Computing Intern, you will gain hands-on experience in Computer Vision, Transformers, Reinforcement Learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Quantum Computing
Quantum Computing Intern,"Computer Vision, NLP, Deep Learning",4 Months,Converting,TechNova,"₹18,000",Full-time,20-09-2025,"As a Quantum Computing Intern, you will gain hands-on experience in Computer Vision, NLP, Deep Learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Quantum Computing
Quantum Research Intern,"Quantum Computing, Qubits, Entanglement",4 Months,Semester,MindCare,$1000,Part Time,15-10-2025,"As a Quantum Research Intern, you will research Quantum Computing, Qubits and Entanglement, simulating quantum algorithms using Qiskit or Cirq. You’ll work with quantum computing experts to advance cutting-edge technologies.",Quantum
Quantum Research Intern,"Quantum Algorithms, Superposition, Entanglement",2 Months,Summer,InnoWorks,$1400,Full Time,02-11-2025,"As a Quantum Research Intern, you will research Quantum Algorithms, Superposition and Entanglement, simulating quantum algorithms using Qiskit or Cirq. You’ll work with quantum computing experts to advance cutting-edge technologies.",Quantum
Quantum Research Intern,"Qubits, Quantum Algorithms, Superposition, Entanglement",3 Months,Summer,TechNova,$800,Part Time,20-10-2025,"As a Quantum Research Intern, you will research Qubits, Quantum Algorithms, Superposition and Entanglement, simulating quantum algorithms using Qiskit or Cirq. You’ll work with quantum computing experts to advance cutting-edge technologies.",Quantum
Renewable Energy Intern,"Teamwork, Leadership, Problem Solving",6 Months,Summer,DataNest,"₹15,000",Full-time,12-09-2025,"As a Renewable Energy Intern, you will gain hands-on experience in Teamwork, Leadership, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Renewable Energy
Renewable Energy Intern,"Project Planning, Communication, Leadership",6 Months,Research,MindCare,"₹10,000",Part-time,03-10-2025,"As a Renewable Energy Intern, you will gain hands-on experience in Project Planning, Communication, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Renewable Energy
Renewable Energy Intern,"Problem Solving, Communication, Teamwork",3 Months,Long-term,UrbanWorks,"₹20,000",Full-time,03-10-2025,"As a Renewable Energy Intern, you will gain hands-on experience in Problem Solving, Communication, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Renewable Energy
Renewable Policy Intern,"Climate Change, Conservation, Environmental Impact",4 Months,Semester,MindCare,$1200,Part Time,15-05-2026,"As a Renewable Policy Intern, you will work on Climate Change, Conservation and Environmental Impact, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Renewable Policy Intern,"Biodiversity, GIS, Environmental Impact",2 Months,Summer,InnoWorks,$1600,Full Time,02-06-2026,"As a Renewable Policy Intern, you will work on Biodiversity, GIS and Environmental Impact, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Renewable Policy Intern,"Climate Change, Biodiversity, GIS",3 Months,Summer,TechNova,$1100,Part Time,20-05-2026,"As a Renewable Policy Intern, you will work on Climate Change, Biodiversity and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Renewable Project Intern,"Conservation, Environmental Impact, GIS",3 Months,Summer,GreenWorld,$900,Part Time,05-12-2025,"As a Renewable Project Intern, you will work on Conservation, Environmental Impact and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Renewable Project Intern,"Climate Change, Biodiversity, Conservation",6 Months,Long Term,BuildCon,$1300,Full Time,22-11-2025,"As a Renewable Project Intern, you will work on Climate Change, Biodiversity and Conservation, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Renewable Project Intern,"Climate Change, Conservation, Environmental Impact, GIS",4 Months,Semester,PixelTech,$1000,Part Time,12-12-2025,"As a Renewable Project Intern, you will work on Climate Change, Conservation, Environmental Impact and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Robotics Automation Intern,"Sensors, Embedded Systems, Control Algorithms",2 Months,Summer,BuildCon,$1500,Full Time,18-01-2026,"As a Robotics Automation Intern, you will develop Sensors, Embedded Systems and Control Algorithms, programming robotic systems or sensors using ROS or Arduino. You’ll collaborate with engineers to prototype automation solutions.",Robotics
Robotics Automation Intern,"Automation, Kinematics, Control Algorithms",3 Months,Summer,PixelTech,$1200,Part Time,08-01-2026,"As a Robotics Automation Intern, you will develop Automation, Kinematics and Control Algorithms, programming robotic systems or sensors using ROS or Arduino. You’ll collaborate with engineers to prototype automation solutions.",Robotics
Robotics Automation Intern,"Automation, Sensors, Kinematics, Embedded Systems",6 Months,Long Term,MindCare,$1600,Full Time,25-01-2026,"As a Robotics Automation Intern, you will develop Automation, Sensors, Kinematics and Embedded Systems, programming robotic systems or sensors using ROS or Arduino. You’ll collaborate with engineers to prototype automation solutions.",Robotics
Robotics Intern,"Path Planning, ROS, Mechatronics",6 Months,Converting,EcoLabs,"₹15,000",Part-time,26-09-2025,"As a Robotics Intern, you will gain hands-on experience in Path Planning, ROS, Mechatronics. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Robotics
Robotics Intern,"Path Planning, Autonomous Navigation, Control Systems",3 Months,Research,PixelTech,"₹20,000",Full-time,30-09-2025,"As a Robotics Intern, you will gain hands-on experience in Path Planning, Autonomous Navigation, Control Systems. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Robotics
Robotics Intern,"Mechatronics, Path Planning, Control Systems",4 Months,Research,EcoLabs,"₹8,000",Part-time,06-10-2025,"As a Robotics Intern, you will gain hands-on experience in Mechatronics, Path Planning, Control Systems. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Robotics
Robotics Intern,"Autonomous Navigation, Control Systems, ROS",3 Months,Summer,InnoWorks,"₹18,000",Full-time,16-09-2025,"As a Robotics Intern, you will gain hands-on experience in Autonomous Navigation, Control Systems, ROS. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Robotics
Sales Intern,"SEO, Market Research, Content Strategy",3 Months,Summer,QuantumEdge,"₹6,000",Part-time,06-10-2025,"As a Sales Intern, you will gain hands-on experience in SEO, Market Research, Content Strategy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sales
Sales Intern,"Content Strategy, Market Research, SEO",2 Months,Summer,QuantumEdge,"₹12,000",Part-time,07-10-2025,"As a Sales Intern, you will gain hands-on experience in Content Strategy, Market Research, SEO. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sales
Sales Intern,"Brand Management, Social Media, Content Strategy",2 Months,Summer,LexiCorp,"₹8,000",Part-time,15-09-2025,"As a Sales Intern, you will gain hands-on experience in Brand Management, Social Media, Content Strategy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sales
SEO Intern,"Market Research, Social Media, Brand Management",4 Months,Long-term,SecureX,"₹20,000",Part-time,23-09-2025,"As a SEO Intern, you will gain hands-on experience in Market Research, Social Media, Brand Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",SEO
SEO Intern,"Market Research, SEO, Content Strategy",2 Months,Converting,GreenWorld,"₹6,000",Full-time,11-09-2025,"As a SEO Intern, you will gain hands-on experience in Market Research, SEO, Content Strategy. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",SEO
SEO Intern,"Market Research, Content Strategy, Social Media",6 Months,Summer,InnoWorks,"₹6,000",Part-time,03-10-2025,"As a SEO Intern, you will gain hands-on experience in Market Research, Content Strategy, Social Media. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",SEO
Smart City Intern,"Market Analysis, Strategy, Operations",4 Months,Semester,BuildCon,$800,Part Time,15-11-2025,"As a Smart City Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Smart City Intern,"Strategy, Operations, Entrepreneurship",2 Months,Summer,PixelTech,$1500,Full Time,02-12-2025,"As a Smart City Intern, you will conduct Strategy, Operations and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Smart City Intern,"Market Analysis, Operations, Entrepreneurship",3 Months,Summer,MindCare,$1200,Part Time,20-11-2025,"As a Smart City Intern, you will conduct Market Analysis, Operations and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Smart Mobility Intern,"Market Analysis, Strategy, Entrepreneurship",4 Months,Semester,BuildCon,$1100,Part Time,15-06-2026,"As a Smart Mobility Intern, you will conduct Market Analysis, Strategy and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Smart Mobility Intern,"Operations, Entrepreneurship",2 Months,Summer,PixelTech,$1700,Full Time,02-07-2026,"As a Smart Mobility Intern, you will conduct Operations and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Smart Mobility Intern,"Market Analysis, Strategy, Operations",3 Months,Summer,MindCare,$900,Part Time,20-06-2026,"As a Smart Mobility Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Social Innovation Intern,"Community Engagement, Policy Research, Impact Analysis",3 Months,Summer,InnoWorks,$900,Part Time,05-05-2026,"As a Social Innovation Intern, you will engage in Community Engagement, Policy Research and Impact Analysis, conducting community surveys or policy analysis. You’ll work with social impact teams to drive meaningful change.",Social
Social Innovation Intern,"Field Surveys, Data Collection, Impact Analysis",6 Months,Long Term,TechNova,$1300,Full Time,22-04-2026,"As a Social Innovation Intern, you will engage in Field Surveys, Data Collection and Impact Analysis, conducting community surveys or policy analysis. You’ll work with social impact teams to drive meaningful change.",Social
Social Innovation Intern,"Community Engagement, Field Surveys, Data Collection",4 Months,Semester,DataNest,$1000,Part Time,12-05-2026,"As a Social Innovation Intern, you will engage in Community Engagement, Field Surveys and Data Collection, conducting community surveys or policy analysis. You’ll work with social impact teams to drive meaningful change.",Social
Social Work Intern,"Urban Studies, Social Behavior, Surveys",6 Months,Long-term,SecureX,"₹20,000",Part-time,11-09-2025,"As a Social Work Intern, you will gain hands-on experience in Urban Studies, Social Behavior, Surveys. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Social Work
Social Work Intern,"Field Research, Social Behavior, Urban Studies",3 Months,Converting,MindCare,"₹18,000",Full-time,11-09-2025,"As a Social Work Intern, you will gain hands-on experience in Field Research, Social Behavior, Urban Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Social Work
Social Work Intern,"Field Research, Cultural Studies, Urban Studies",2 Months,Converting,QuantumEdge,"₹6,000",Full-time,21-09-2025,"As a Social Work Intern, you will gain hands-on experience in Field Research, Cultural Studies, Urban Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Social Work
Social Work Intern,"Field Research, Cultural Studies, Surveys",4 Months,Summer,BioGen Labs,"₹15,000",Full-time,05-10-2025,"As a Social Work Intern, you will gain hands-on experience in Field Research, Cultural Studies, Surveys. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Social Work
Sociology Intern,"Urban Studies, Field Research, Cultural Studies",6 Months,Converting,EduNext,"₹12,000",Part-time,04-10-2025,"As a Sociology Intern, you will gain hands-on experience in Urban Studies, Field Research, Cultural Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sociology
Sociology Intern,"Surveys, Urban Studies, Cultural Studies",3 Months,Research,BioGen Labs,"₹18,000",Full-time,02-10-2025,"As a Sociology Intern, you will gain hands-on experience in Surveys, Urban Studies, Cultural Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sociology
Sociology Intern,"Surveys, Field Research, Urban Studies",3 Months,Converting,BioGen Labs,"₹10,000",Full-time,09-09-2025,"As a Sociology Intern, you will gain hands-on experience in Surveys, Field Research, Urban Studies. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sociology
Sociology Intern,"Surveys, Cultural Studies, Social Behavior",6 Months,Long-term,BioGen Labs,"₹18,000",Full-time,09-09-2025,"As a Sociology Intern, you will gain hands-on experience in Surveys, Cultural Studies, Social Behavior. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sociology
Software Engineering Intern,"Teamwork, Project Planning, Problem Solving",2 Months,Long-term,SecureX,"₹10,000",Part-time,14-09-2025,"As a Software Engineering Intern, you will gain hands-on experience in Teamwork, Project Planning, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Software Engineering
Software Engineering Intern,"Leadership, Teamwork, Communication",6 Months,Research,EduNext,"₹6,000",Part-time,19-09-2025,"As a Software Engineering Intern, you will gain hands-on experience in Leadership, Teamwork, Communication. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Software Engineering
Software Engineering Intern,"Communication, Problem Solving, Leadership",4 Months,Long-term,GreenWorld,"₹20,000",Full-time,07-10-2025,"As a Software Engineering Intern, you will gain hands-on experience in Communication, Problem Solving, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Software Engineering
Sound Engineering Intern,"Video Editing, Photography, Storyboarding",6 Months,Long-term,OpenAI Labs,"₹18,000",Part-time,08-09-2025,"As a Sound Engineering Intern, you will gain hands-on experience in Video Editing, Photography, Storyboarding. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sound Engineering
Sound Engineering Intern,"Graphic Design, Storyboarding, Video Editing",6 Months,Research,OpenAI Labs,"₹8,000",Part-time,13-09-2025,"As a Sound Engineering Intern, you will gain hands-on experience in Graphic Design, Storyboarding, Video Editing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sound Engineering
Sound Engineering Intern,"Animation, Storyboarding, Photography",2 Months,Long-term,TechNova,"₹8,000",Full-time,21-09-2025,"As a Sound Engineering Intern, you will gain hands-on experience in Animation, Storyboarding, Photography. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sound Engineering
Space Policy Intern,"Market Analysis, Strategy, Operations",4 Months,Semester,DataNest,$900,Part Time,15-07-2026,"As a Space Policy Intern, you will conduct Market Analysis, Strategy and Operations, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Space Policy Intern,"Strategy, Entrepreneurship",2 Months,Summer,GreenWorld,$1300,Full Time,02-08-2026,"As a Space Policy Intern, you will conduct Strategy and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Space Policy Intern,"Market Analysis, Operations, Entrepreneurship",3 Months,Summer,BuildCon,$1000,Part Time,20-07-2026,"As a Space Policy Intern, you will conduct Market Analysis, Operations and Entrepreneurship, developing strategies and analyzing market trends. You’ll collaborate with business leaders to drive operational improvements.",Business
Sports Analytics Intern,"Pandas, Data Visualization, Predictive Modeling",2 Months,Summer,DataNest,$1600,Full Time,18-02-2026,"As a Sports Analytics Intern, you will leverage Pandas, Data Visualization and Predictive Modeling to analyze large datasets, create visualizations, and derive insights using Python or R. You’ll work with cross-functional teams to support data-driven decisions.",Data
Sports Analytics Intern,"Python, Predictive Modeling, SQL",3 Months,Summer,GreenWorld,$1100,Part Time,08-02-2026,"As a Sports Analytics Intern, you will leverage Python, Predictive Modeling and SQL to analyze large datasets, create visualizations, and derive insights using Python or R. You’ll work with cross-functional teams to support data-driven decisions.",Data
Sports Analytics Intern,"Python, Pandas, Data Visualization, SQL",6 Months,Long Term,BuildCon,$1700,Full Time,25-02-2026,"As a Sports Analytics Intern, you will leverage Python, Pandas, Data Visualization and SQL to analyze large datasets, create visualizations, and derive insights using Python or R. You’ll work with cross-functional teams to support data-driven decisions.",Data
Sports Management Intern,"Problem Solving, Project Planning, Teamwork",3 Months,Research,OpenAI Labs,"₹18,000",Full-time,15-09-2025,"As a Sports Management Intern, you will gain hands-on experience in Problem Solving, Project Planning, Teamwork. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sports Management
Sports Management Intern,"Problem Solving, Communication, Leadership",3 Months,Converting,GreenWorld,"₹6,000",Full-time,05-10-2025,"As a Sports Management Intern, you will gain hands-on experience in Problem Solving, Communication, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sports Management
Sports Management Intern,"Leadership, Project Planning, Problem Solving",3 Months,Converting,BioGen Labs,"₹12,000",Full-time,24-09-2025,"As a Sports Management Intern, you will gain hands-on experience in Leadership, Project Planning, Problem Solving. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Sports Management
Statistics Intern,"NLP, Reinforcement Learning, Generative AI",3 Months,Long-term,SecureX,"₹6,000",Part-time,16-09-2025,"As a Statistics Intern, you will gain hands-on experience in NLP, Reinforcement Learning, Generative AI. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Statistics
Statistics Intern,"NLP, Deep Learning, Reinforcement Learning",3 Months,Summer,OpenAI Labs,"₹12,000",Part-time,30-09-2025,"As a Statistics Intern, you will gain hands-on experience in NLP, Deep Learning, Reinforcement Learning. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Statistics
Statistics Intern,"Generative AI, Deep Learning, Computer Vision",3 Months,Long-term,BuildCon,"₹10,000",Part-time,30-09-2025,"As a Statistics Intern, you will gain hands-on experience in Generative AI, Deep Learning, Computer Vision. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Statistics
Statistics Intern,"Deep Learning, Generative AI, Transformers",4 Months,Converting,GreenWorld,"₹10,000",Full-time,27-09-2025,"As a Statistics Intern, you will gain hands-on experience in Deep Learning, Generative AI, Transformers. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Statistics
Supply Chain Intern,"Logistics, Inventory Management, Transportation Planning, Warehousing",6 Months,Research,QuantumEdge,"₹15,000",Full-time,11-09-2025,"As a Supply Chain Intern, you will gain hands-on experience in Logistics, Inventory Management, Transportation Planning, Warehousing. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Supply Chain
Supply Chain Intern,"Demand Forecasting, Procurement, Supplier Management",2 Months,Research,UrbanWorks,"₹6,000",Full-time,10-09-2025,"As a Supply Chain Intern, you will gain hands-on experience in Demand Forecasting, Procurement, Supplier Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Supply Chain
Supply Chain Intern,"Global Supply Chain, Lean Manufacturing, Distribution Management",3 Months,Summer,MindCare,"₹8,000",Part-time,27-09-2025,"As a Supply Chain Intern, you will gain hands-on experience in Project Planning, Communication, Leadership. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Supply Chain
Supply Chain Intern,"Problem Solving, Leadership, Project Planning",4 Months,Summer,BioGen Labs,"₹20,000",Part-time,01-10-2025,"As a Supply Chain Intern, you will gain hands-on experience in Global Supply Chain, Lean Manufacturing, Distribution Management. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Supply Chain
Sustainability Analyst Intern,"Climate Change, Conservation, Environmental Impact",6 Months,Long Term,InnoWorks,$1600,Full Time,10-12-2025,"As a Sustainability Analyst Intern, you will work on Climate Change, Conservation and Environmental Impact, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Sustainability Analyst Intern,"Biodiversity, GIS, Environmental Impact",4 Months,Semester,TechNova,$1100,Part Time,28-11-2025,"As a Sustainability Analyst Intern, you will work on Biodiversity, GIS and Environmental Impact, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Sustainability Analyst Intern,"Climate Change, Biodiversity, GIS",2 Months,Summer,DataNest,$1700,Full Time,15-12-2025,"As a Sustainability Analyst Intern, you will work on Climate Change, Biodiversity and GIS, contributing to sustainability projects or environmental analysis using GIS tools or climate models. You’ll partner with researchers to promote eco-friendly solutions.",Environment
Sustainable Fashion Intern,"Illustration, Photoshop, Brand Identity",3 Months,Summer,MindCare,$1100,Part Time,05-09-2026,"As a Sustainable Fashion Intern, you will create Illustration, Photoshop and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
Sustainable Fashion Intern,"Typography, Layouts, Brand Identity",6 Months,Long Term,InnoWorks,$1700,Full Time,22-08-2026,"As a Sustainable Fashion Intern, you will create Typography, Layouts and Brand Identity, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
Sustainable Fashion Intern,"Illustration, Typography, Photoshop",4 Months,Semester,TechNova,$900,Part Time,12-09-2026,"As a Sustainable Fashion Intern, you will create Illustration, Typography and Photoshop, designing user-centric visuals or prototypes using Adobe Creative Suite or Figma. You’ll work with design teams to refine brand aesthetics.",Design
Tourism Intern,"Performing Arts, Curation, Art History",2 Months,Converting,SecureX,"₹8,000",Full-time,10-09-2025,"As a Tourism Intern, you will gain hands-on experience in Performing Arts, Curation, Art History. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Tourism
Tourism Intern,"Event Management, Performing Arts, Curation",2 Months,Research,EduNext,"₹10,000",Part-time,09-09-2025,"As a Tourism Intern, you will gain hands-on experience in Event Management, Performing Arts, Curation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Tourism
Tourism Intern,"Curation, Performing Arts, Art History",3 Months,Research,LexiCorp,"₹18,000",Part-time,09-09-2025,"As a Tourism Intern, you will gain hands-on experience in Curation, Performing Arts, Art History. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Tourism
Tourism Intern,"Creative Writing, Art History, Curation",4 Months,Summer,MindCare,"₹12,000",Full-time,10-09-2025,"As a Tourism Intern, you will gain hands-on experience in Creative Writing, Art History, Curation. You will work with mentors, contribute to domain-relevant projects, and enhance your professional expertise.",Tourism
